id,tweet_id,inbound_text,outbound_text,intent
24,100024,Question for @AppleSupport: Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
25,100025,@AppleSupport Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
26,100026,Help please! Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
27,100027,Question for @AppleSupport: My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
28,100028,@AppleSupport My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
29,100029,Can someone assist me? Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
30,100030,@AppleSupport My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
31,100031,"Hey @AppleSupport, Forgot my Apple ID password and lost access to my recovery phone number. What do I do?",You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
32,100032,Need help ASAP! My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
33,100033,Help please! Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
34,100034,Need help ASAP! I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
35,100035,My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
36,100036,My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
37,100037,Question for @AppleSupport: Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
38,100038,Anyone having this issue? My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
39,100039,Can someone assist me? I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
40,100040,Need help ASAP! Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
41,100041,Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
42,100042,Help please! My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
43,100043,Question for @AppleSupport: My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
44,100044,Can someone assist me? My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
45,100045,Can someone assist me? My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
46,100046,I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
47,100047,"Hey @AppleSupport, Forgot my Apple ID password and lost access to my recovery phone number. What do I do?",You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
48,100048,Help please! My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
49,100049,Anyone having this issue? I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
50,100050,Need help ASAP! My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
51,100051,Can someone assist me? Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
52,100052,"Hey @AppleSupport, Received a suspicious text claiming my iCloud has been suspended with a weird link.",This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
53,100053,Anyone having this issue? My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
54,100054,Help please! Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
55,100055,Anyone having this issue? My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
56,100056,@AppleSupport My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
57,100057,Question for @AppleSupport: Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
58,100058,"Hey @AppleSupport, I got an alert saying two-factor authentication was requested on a new Mac in another country.","Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
59,100059,Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
60,100060,Need help ASAP! My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
61,100061,@AppleSupport Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
62,100062,Help please! Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
63,100063,My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
64,100064,Question for @AppleSupport: My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
65,100065,My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
66,100066,Anyone having this issue? Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
67,100067,Can someone assist me? I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
68,100068,@AppleSupport I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
69,100069,Can someone assist me? Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
70,100070,Need help ASAP! My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
71,100071,I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
72,100072,@AppleSupport Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
73,100073,"Hey @AppleSupport, Forgot my Apple ID password and lost access to my recovery phone number. What do I do?",You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
74,100074,@AppleSupport I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
75,100075,"Hey @AppleSupport, Someone tried to sign into my Apple ID from another city and I got a 2FA notification!","Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
76,100076,"Hey @AppleSupport, My Apple ID is disabled in the App Store and iTunes. How do I fix this?",An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
77,100077,"Hey @AppleSupport, My Apple ID has been locked for security reasons and I can't access my purchases!","We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
78,100078,Help please! Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
79,100079,Anyone having this issue? Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
80,100080,@AppleSupport Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
81,100081,Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
82,100082,Can someone assist me? Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
83,100083,Help please! My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
84,100084,Need help ASAP! Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
85,100085,Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
86,100086,"Hey @AppleSupport, My Apple ID is disabled in the App Store and iTunes. How do I fix this?",An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
87,100087,Help please! My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
88,100088,Need help ASAP! Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
89,100089,@AppleSupport My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
90,100090,Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
91,100091,Question for @AppleSupport: Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
92,100092,@AppleSupport Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
93,100093,My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
94,100094,Help please! I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
95,100095,"Hey @AppleSupport, My Apple ID is disabled in the App Store and iTunes. How do I fix this?",An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
96,100096,Question for @AppleSupport: Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
97,100097,Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
98,100098,"Hey @AppleSupport, Received a suspicious text claiming my iCloud has been suspended with a weird link.",This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
99,100099,"Hey @AppleSupport, Received a suspicious text claiming my iCloud has been suspended with a weird link.",This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
100,100100,Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
101,100101,Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
102,100102,Anyone having this issue? Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
103,100103,"Hey @AppleSupport, My Apple ID has been locked for security reasons and I can't access my purchases!","We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
104,100104,"Hey @AppleSupport, Forgot my Apple ID password and lost access to my recovery phone number. What do I do?",You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
105,100105,I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
106,100106,Question for @AppleSupport: I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
107,100107,Help please! I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
108,100108,Help please! Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
109,100109,@AppleSupport My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
110,100110,@AppleSupport My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
111,100111,"Hey @AppleSupport, I got an alert saying two-factor authentication was requested on a new Mac in another country.","Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
112,100112,Can someone assist me? My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
113,100113,Need help ASAP! I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
114,100114,Need help ASAP! Someone tried to sign into my Apple ID from another city and I got a 2FA notification!,"Thanks for flagging. If you didn't initiate this sign-in, tap 'Don't Allow' immediately and change your Apple ID password at https://appleid.apple.com to secure your account.",ACCOUNT_SECURITY
115,100115,Can someone assist me? Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
116,100116,Anyone having this issue? My Apple ID is disabled in the App Store and iTunes. How do I fix this?,An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
117,100117,Help please! Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
118,100118,Help please! Received a suspicious text claiming my iCloud has been suspended with a weird link.,This sounds like a phishing attempt. Apple never sends SMS links asking for credentials. Please forward the message to reportphishing@apple.com and do not click any links.,ACCOUNT_SECURITY
119,100119,@AppleSupport I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
120,100120,Question for @AppleSupport: Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
121,100121,@AppleSupport My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
122,100122,Question for @AppleSupport: Forgot my Apple ID password and lost access to my recovery phone number. What do I do?,You will need to start Account Recovery at https://iforgot.apple.com. This automated process evaluates your identity and may take a few days for security reasons.,ACCOUNT_SECURITY
123,100123,Anyone having this issue? I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
124,100124,"Hey @AppleSupport, My Apple ID is disabled in the App Store and iTunes. How do I fix this?",An account disabled in App Store/iTunes usually relates to a billing review. Please visit https://getsupport.apple.com to connect securely with our account safety team.,ACCOUNT_SECURITY
125,100125,Anyone having this issue? I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
126,100126,Question for @AppleSupport: My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
127,100127,Help please! My Apple ID has been locked for security reasons and I can't access my purchases!,"We understand how concerning this is. If your account is locked, please visit https://iforgot.apple.com to unlock it with your trusted phone number or email.",ACCOUNT_SECURITY
128,100128,Question for @AppleSupport: I got an alert saying two-factor authentication was requested on a new Mac in another country.,"Safety first! Select 'Don't Allow' on the prompt. Next, visit https://appleid.apple.com immediately to review trusted devices and change your password.",ACCOUNT_SECURITY
